mouseSYM	humanSYM
Eppk1	EPPK1
Eprs	EPRS1
Eprs1	EPRS1
Eps15	EPS15
Eps15l1	EPS15L1
Eps8	EPS8
Eps8l1	EPS8L1
Eps8l2	EPS8L2
Eps8l3	EPS8L3
Epsti1	EPSTI1
Epx	EPX
Epyc	EPYC
Eqtn	EQTN
Eral1	ERAL1
Erap1	ERAP1
Eras	ERAS
Erbb2	ERBB2
Erbb3	ERBB3
Erbb4	ERBB4
Erbin	ERBIN
Erc1	ERC1
Erc2	ERC2
Ercc1	ERCC1
Ercc2	ERCC2
Ercc3	ERCC3
Ercc4	ERCC4
Ercc5	BIVM-ERCC5
Ercc5	BIVM
Ercc5	ERCC5
Ercc6	ERCC6
Ercc6l	ERCC6L
Ercc6l2	ERCC6L2
Ercc8	ERCC8
Ereg	EREG
Erf	ERF
Erfe	ERFE
Erfl	ERFL
Erg	ERG
Erg28	ERG28
Ergic1	ERGIC1
Ergic2	ERGIC2
Ergic3	ERGIC3
Erh	ERH
Erhrt-ps	ERH
Eri1	ERI1
Eri2	ERI2
Eri3	ERI3
Erich1	ERICH1
Erich2	ERICH2
Erich3	ERICH3
Erich4	ERICH4
Erich5	ERICH5
Erich6	ERICH6
Erich6b	ERICH6B
Erlec1	ERLEC1
Erlin1	ERLIN1
Erlin2	ERLIN2
Ermap	ERMAP
Ermard	ERMARD
Ermardl1	ERMARD
Ermardl2	ERMARD
Ermn	ERMN
Ermp1	ERMP1
Ern1	ERN1
Ern2	ERN2
Ero1a	ERO1A
Ero1b	ERO1B
Ero1l	ERO1A
Ero1lb	ERO1B
Erp27	ERP27
Erp29	ERP29
Erp44	ERP44
Errfi1	ERRFI1
Esam	ESAM
Esco1	ESCO1
Esco2	ESCO2
Esd	ESD
Esd-ps	ESD
Esf1	ESF1
Esm1	ESM1
Espl1	ESPL1
Espn	ESPN
Espnl	ESPNL
Esr1	ESR1
Esr2	ESR2
Esrp1	ESRP1
Esrp2	ESRP2
Esrra	ESRRA
Esrrb	ESRRB
Esrrg	ESRRG
Ess2	ESS2
Esx1	ESX1
Esyt1	ESYT1
Esyt2	ESYT2
Esyt3	ESYT3
Etaa1	ETAA1
Etd	ETDA
Etd	ETDB
Etd	ETDC
Etf1	ETF1
Etfa	ETFA
Etfb	ETFB
Etfbkmt	ETFBKMT
Etfbl	ETFB
Etfdh	ETFDH
Etfrf1	ETFRF1
Ethe1	ETHE1
Etl4	KIAA1217
Etnk1	ETNK1
Etnk2	ETNK2
Etnppl	ETNPPL
Ets1	ETS1
Ets2	ETS2
Etv1	ETV1
Etv2	ETV2
Etv3	ETV3
Etv3l	ETV3L
Etv4	ETV4
Etv5	ETV5
Etv6	ETV6
Eva1a	EVA1A
Eva1b	EVA1B
Eva1c	EVA1C
Evc	EVC
Evc2	EVC2
Evi2	EVI2B
Evi2a	AC134669.1
Evi2a	EVI2A
Evi2b	EVI2B
Evi5	EVI5
Evi5l	EVI5L
Evl	EVL
Evpl	EVPL
Evx1	EVX1
Evx2	EVX2
Ewsr1	EWSR1
Exd1	EXD1
Exd2	EXD2
Exo1	EXO1
Exo5	EXO5
Exoc1	EXOC1
Exoc1l	EXOC1L
Exoc2	EXOC2
Exoc3	EXOC3
Exoc3l	EXOC3L1
Exoc3l2	EXOC3L2
Exoc3l4	EXOC3L4
Exoc4	EXOC4
Exoc5	EXOC5
Exoc6	EXOC6
Exoc6b	EXOC6B
Exoc7	EXOC7
Exoc8	EXOC8
Exog	EXOG
Exosc1	EXOSC1
Exosc10	EXOSC10
Exosc2	EXOSC2
Exosc3	EXOSC3
Exosc4	EXOSC4
Exosc5	EXOSC5
Exosc6	EXOSC6
Exosc7	EXOSC7
Exosc8	EXOSC8
Exosc9	EXOSC9
Exph5	EXPH5
Ext1	EXT1
Ext2	EXT2
Extl1	EXTL1
Extl2	EXTL2
Extl3	EXTL3
Eya1	EYA1
Eya2	EYA2
Eya3	EYA3
Eya4	EYA4
Ezh1	EZH1
Ezh2	EZH2
Ezhip	EZHIP
Ezr	EZR
F10	F10
F11	F11
F11r	F11R
F12	F12
F13a1	F13A1
F13b	F13B
F2	F2
F2r	F2R
F2rl1	F2RL1
F2rl2	F2RL2
F2rl3	F2RL3
F3	F3
F5	F5
F7	F7
F8	F8
F8a	F8A1
F8a	F8A2
F8a	F8A3
F9	F9
Fa2h	FA2H
Faah	FAAH
Faap100	FAAP100
Faap20	FAAP20
Faap24	FAAP24
Fabp1	FABP1
Fabp12	FABP12
Fabp2	FABP2
Fabp3	FABP3
Fabp4	FABP4
Fabp5	FABP5
Fabp5	FABP5P3
Fabp6	FABP6
Fabp7	FABP7
Fabp9	FABP9
Fadd	FADD
Fads1	FADS1
Fads2	FADS2
Fads2b	FADS2B
Fads3	FADS3
Fads6	FADS6
Faf1	FAF1
Faf2	FAF2
Fah	FAH
Fahd1	FAHD1
Fahd2a	FAHD2A
Fahd2a	FAHD2B
Faim	FAIM
Faim2	FAIM2
Faiml	FAIM
Fam102a	FAM102A
Fam102b	FAM102B
Fam104a	FAM104B
Fam107a	FAM107A
Fam107b	FAM107B
Fam110a	FAM110A
Fam110b	FAM110B
Fam110c	FAM110C
Fam110d	FAM110D
Fam111a	FAM111A
Fam114a1	FAM114A1
Fam114a2	FAM114A2
Fam117a	FAM117A
Fam117b	FAM117B
Fam118a	FAM118A
Fam118b	FAM118B
Fam120a	FAM120A
Fam120b	FAM120B
Fam120c	FAM120C
Fam122a	FAM122A
Fam122b	FAM122B
Fam122c	FAM122C
Fam124a	FAM124A
Fam124b	FAM124B
Fam126a	FAM126A
Fam126b	FAM126B
Fam129a	NIBAN1
Fam129b	NIBAN2
Fam129c	NIBAN3
Fam131a	FAM131A
Fam131b	FAM131B
Fam131c	FAM131C
Fam133b	FAM133B
Fam135a	FAM135A
Fam135b	FAM135B
Fam136a	FAM136A
Fam13a	FAM13A
Fam13b	FAM13B
Fam13c	FAM13C
Fam149a	FAM149A
Fam149b	FAM149B1
Fam151a	FAM151A
Fam151b	FAM151B
Fam155a	FAM155A
Fam160a1	FAM160A1
Fam160a2	FAM160A2
Fam160b1	FAM160B1
Fam160b2	FAM160B2
Fam161a	FAM161A
Fam161b	FAM161B
Fam162a	FAM162A
Fam162b	FAM162B
Fam163a	FAM163A
Fam163b	FAM163B
Fam166a	FAM166A
Fam166b	FAM166B
Fam166c	FAM166C
Fam167a	FAM167A
Fam167b	FAM167B
Fam168a	FAM168A
Fam168b	FAM168B
Fam169a	FAM169A
Fam169b	FAM169BP
Fam170a	FAM170A
Fam170b	FAM170B
Fam171a1	FAM171A1
Fam171a2	FAM171A2
Fam171b	FAM171B
Fam172a	FAM172A
Fam173a	ANTKMT
Fam174a	FAM174A
Fam174b	FAM174B
Fam174c	FAM174C
Fam177a	FAM177A1
Fam177a2	FAM177A1
Fam178b	FAM178B
Fam180a	FAM180A
Fam181a	FAM181A
Fam181b	FAM181B
Fam183b	FAM183A
Fam184a	FAM184A
Fam184b	FAM184B
Fam185a	FAM185A
Fam186a	FAM186A
Fam186b	FAM186B
Fam187a	FAM187A
Fam187b	FAM187B
Fam189a1	FAM189A1
Fam189a2	FAM189A2
Fam189b	FAM189B
Fam192a	PSME3IP1
Fam193a	FAM193A
Fam193b	FAM193B
Fam199x	FAM199X
Fam204a	FAM204A
Fam205c	FAM205C
Fam207a	FAM207A
Fam209	FAM209A
Fam209	FAM209B
Fam20a	FAM20A
Fam20b	FAM20B
Fam20c	FAM20C
Fam210a	FAM210A
Fam210b	FAM210B
Fam214a	FAM214A
Fam214b	FAM214B
Fam216a	FAM216A
Fam216b	FAM216B
Fam217a	FAM217A
Fam217b	FAM217B
Fam219a	FAM219A
Fam219b	FAM219B
Fam220a	FAM220A
Fam220a	FAM220BP
Fam221a	FAM221A
Fam221b	FAM221B
Fam222a	FAM222A
Fam222b	FAM222B
Fam227a	FAM227A
Fam227b	FAM227B
Fam228a	FAM228A
Fam228b	FAM228B
Fam228b	AC008073.3
Fam229a	FAM229A
Fam229b	FAM229B
Fam234a	FAM234A
Fam234b	FAM234B
Fam236c	FAM236A
Fam236c	FAM236B
Fam236d	FAM236A
Fam236d	FAM236B
Fam236e	FAM236A
Fam236e	FAM236B
Fam236e	FAM236C
Fam236e	FAM236D
Fam236f	FAM236A
Fam236f	FAM236B
Fam236f	FAM236C
Fam236f	FAM236D
Fam237a	FAM237A
Fam237b	FAM237B
Fam240a	FAM240A
Fam240b	FAM240B
Fam241a	FAM241A
Fam241b	FAM241B
Fam243	FAM243B
Fam243	FAM243A
Fam243	C21orf140
Fam246a	FAM246A
Fam246a	FAM246B
Fam246a	FAM246C
Fam24a	FAM24A
Fam24a	FAM24B
Fam24b	FAM24A
Fam24b	FAM24B
Fam25a	FAM25A
Fam25a	FAM25C
Fam25a	FAM25G
Fam25c	FAM25G
Fam25c	FAM25C
Fam25c	FAM25A
Fam32a	FAM32A
Fam3a	FAM3A
Fam3b	FAM3B
Fam3c	FAM3C
Fam3d	FAM3D
Fam43a	FAM43A
Fam43b	FAM43B
Fam45a	DENND10
Fam47c	FAM47A
Fam47c	FAM47B
Fam47c	FAM47C
Fam47c	FAM47DP
Fam47e	FAM47E
Fam47e	FAM47E-STBD1
Fam49a	CYRIA
Fam49b	CYRIB
Fam50a	FAM50A
Fam50b	FAM50B
Fam53a	FAM53A
Fam53b	FAM53B
Fam53c	FAM53C
Fam57a	TLCD3A
Fam57b	TLCD3B
Fam71a	FAM71A
Fam71b	FAM71B
Fam71d	FAM71D
Fam71e1	FAM71E1
Fam71e2	AC020922.1
Fam71e2	FAM71E2
Fam71f1	FAM71F1
Fam71f2	FAM71F2
Fam72a	FAM72B
Fam72a	FAM72C
Fam72a	FAM72D
Fam72a	FAM72A
Fam76a	FAM76A
Fam76b	FAM76B
Fam78a	FAM78A
Fam78b	FAM78B
Fam81a	FAM81A
Fam81b	FAM81B
Fam83a	FAM83A
Fam83b	FAM83B
Fam83c	FAM83C
Fam83d	FAM83D
Fam83e	FAM83E
Fam83f	FAM83F
Fam83g	FAM83G
Fam83h	FAM83H
Fam89a	FAM89A
Fam89b	FAM89B
Fam8a1	FAM8A1
Fam90a1a	FAM90A7P
Fam90a1a	FAM90A22P
Fam90a1a	FAM90A23P
Fam90a1a	FAM90A14P
Fam90a1a	FAM90A18P
Fam90a1a	FAM90A16P
Fam90a1a	FAM90A8P
Fam90a1a	FAM90A17P
Fam90a1a	FAM90A19P
Fam90a1a	FAM90A9P
Fam90a1a	FAM90A10P
Fam90a1a	FAM90A26
Fam90a1a	FAM90A1
Fam90a1a	FAM90A13
Fam90a1a	FAM90A14
Fam90a1a	FAM90A15
Fam90a1a	FAM90A23
Fam90a1a	FAM90A25P
Fam90a1a	FAM90A2P
Fam90a1a	FAM90A5
Fam90a1b	FAM90A7P
Fam90a1b	FAM90A22P
Fam90a1b	FAM90A23P
Fam90a1b	FAM90A14P
Fam90a1b	FAM90A18P
Fam90a1b	FAM90A16P
Fam90a1b	FAM90A8P
Fam90a1b	FAM90A17P
Fam90a1b	FAM90A19P
Fam90a1b	FAM90A9P
Fam90a1b	FAM90A10P
Fam90a1b	FAM90A26
Fam90a1b	FAM90A1
Fam90a1b	CXorf58
Fam90a1b	FAM90A10
Fam90a1b	FAM90A12
Fam90a1b	FAM90A13
Fam90a1b	FAM90A14
Fam90a1b	FAM90A15
Fam90a1b	FAM90A16
Fam90a1b	FAM90A17
Fam90a1b	FAM90A18
Fam90a1b	FAM90A19
Fam90a1b	FAM90A20
Fam90a1b	FAM90A22
Fam90a1b	FAM90A23
Fam90a1b	FAM90A24
Fam90a1b	FAM90A25P
Fam90a1b	FAM90A27P
Fam90a1b	FAM90A2P
Fam90a1b	FAM90A5
Fam90a1b	FAM90A7
Fam90a1b	FAM90A8
Fam90a1b	FAM90A9
Fam91a1	FAM91A1
Fam92a	CIBAR1
Fam92b	CIBAR2
Fam98a	FAM98A
Fam98b	FAM98B
Fam98c	FAM98C
Fan1	FAN1
Fanca	FANCA
Fancb	FANCB
Fancc	FANCC
Fancd2	FANCD2
Fancd2os	FANCD2OS
Fance	FANCE
Fancf	FANCF
Fancg	FANCG
Fanci	FANCI
Fancl	FANCL
Fancm	FANCM
Fank1	FANK1
Fap	FAP
Far1	FAR1
Far2	FAR2
Farp1	FARP1
Farp2	FARP2
Fars2	FARS2
Farsa	FARSA
Farsb	FARSB
Fas	FAS
Fasl	FASLG
Fasn	FASN
Fastk	FASTK
Fastkd1	FASTKD1
Fastkd2	FASTKD2
Fastkd3	FASTKD3
Fastkd5	FASTKD5
Fat1	FAT1
Fat2	FAT2
Fat3	FAT3
Fat4	FAT4
Fate1	FATE1
Fau	FAU
Faxc	FAXC
Faxdc2	FAXDC2
Fbf1	FBF1
Fbh1	FBH1
Fbl	FBL
Fblim1	FBLIM1
Fbll1	FBLL1
Fbln1	FBLN1
Fbln2	FBLN2
Fbln5	FBLN5
Fbln7	FBLN7
Fbn1	FBN1
Fbn2	FBN2
Fbp1	FBP1
Fbp2	FBP2
Fbrs	FBRS
Fbrsl1	FBRSL1
Fbxl12	FBXL12
Fbxl13	FBXL13
Fbxl14	FBXL14
Fbxl15	FBXL15
Fbxl16	FBXL16
Fbxl17	FBXL17
Fbxl18	FBXL18
Fbxl19	FBXL19
Fbxl2	FBXL2
Fbxl20	FBXL20
Fbxl21	FBXL21P
Fbxl22	FBXL22
Fbxl3	FBXL3
Fbxl4	FBXL4
Fbxl5	FBXL5
Fbxl6	FBXL6
Fbxl7	FBXL7
Fbxl8	FBXL8
Fbxl8	AC074143.1
Fbxl9	FBXL9P
Fbxo10	FBXO10
Fbxo11	FBXO11
Fbxo15	FBXO15
Fbxo16	FBXO16
Fbxo17	FBXO17
Fbxo2	FBXO2
Fbxo21	FBXO21
Fbxo22	FBXO22
Fbxo24	FBXO24
Fbxo25	FBXO25
Fbxo27	FBXO27
Fbxo28	FBXO28
Fbxo3	FBXO3
Fbxo30	FBXO30
Fbxo31	FBXO31
Fbxo32	FBXO32
Fbxo33	FBXO33
Fbxo34	FBXO34
Fbxo36	FBXO36
Fbxo38	FBXO38
Fbxo39	FBXO39
Fbxo4	FBXO4
Fbxo40	FBXO40
Fbxo41	FBXO41
Fbxo42	FBXO42
Fbxo43	FBXO43
Fbxo44	FBXO44
Fbxo45	FBXO45
Fbxo46	FBXO46
Fbxo47	FBXO47
Fbxo48	FBXO48
Fbxo5	FBXO5
Fbxo6	FBXO6
Fbxo7	FBXO7
Fbxo8	FBXO8
Fbxo9	FBXO9
Fbxw10	CDRT1
Fbxw10	FBXW10
Fbxw10	FBXW10B
Fbxw11	FBXW11
Fbxw13	FBXW12
Fbxw14	FBXW12
Fbxw15	FBXW12
Fbxw16	FBXW12
Fbxw18	FBXW12
Fbxw19	FBXW12
Fbxw2	FBXW2
Fbxw20	FBXW12
Fbxw21	FBXW12
Fbxw22	FBXW12
Fbxw24	FBXW12
Fbxw25	FBXW12
Fbxw26	FBXW12
Fbxw27	FBXW12
Fbxw28	FBXW12
Fbxw4	FBXW4
Fbxw5	FBXW5
Fbxw7	FBXW7
Fbxw8	FBXW8
Fbxw9	FBXW9
Fcamr	FCAMR
Fcer1a	FCER1A
Fcer1g	FCER1G
Fcer2a	FCER2
Fcf1	FCF1
Fcgbp	FCGBP
Fcgbpl1	FCGBP
Fcgr1	FCGR1B
Fcgr1	FCGR1A
Fcgr1	FCGR1BP
Fcgr2b	FCGR2A
Fcgr2b	FCGR2C
Fcgr2b	FCGR2B
Fcgr3	FCGR2A
Fcgr3	FCGR2C
Fcgr3	FCGR2B
Fcgr4	FCGR3A
Fcgr4	FCGR3B
Fcgrt	FCGRT
Fcho1	FCHO1
Fcho2	FCHO2
Fchsd1	FCHSD1
Fchsd2	FCHSD2
Fcmr	FCMR
Fcnb	FCN1
Fcnb	FCN2
Fcrl1	FCRL6
Fcrl1	FCRL1
Fcrl2	FCRL2
Fcrl5	FCRL5
Fcrl5	FCRL3
Fcrl6	FCRL6
Fcrla	FCRLA
Fcrlb	FCRLB
Fcrls	FCRL4
Fcsk	FCSK
Fdft1	FDFT1
Fdps	FDPS
Fdx1	FDX1
Fdx2	AC011511.1
Fdx2	FDX2
Fdxacb1	FDXACB1
Fdxr	FDXR
Fech	FECH
Fem1a	FEM1A
Fem1al	FEM1A
Fem1b	FEM1B
Fem1c	FEM1C
Fen1	FEN1
Fendrr	FENDRR
Fer	FER
Fer1l4	FER1L4
Fer1l5	FER1L5
Fer1l6	FER1L6
Ferd3l	FERD3L
Fermt1	FERMT1
Fermt2	FERMT2
Fermt3	FERMT3
Fes	FES
Fetub	FETUB
Fev	FEV
Fez1	FEZ1
Fez2	FEZ2
Fezf1	FEZF1
Fezf2	FEZF2
Ffar1	FFAR1
Ffar2	FFAR2
Ffar3	FFAR3
Ffar3	GPR42
Ffar4	FFAR4
Fga	FGA
Fgb	FGB
Fgd1	FGD1
Fgd2	FGD2
Fgd3	FGD3
Fgd4	FGD4
Fgd5	FGD5
Fgd6	FGD6
Fgf1	FGF1
Fgf10	FGF10
Fgf11	FGF11
Fgf12	FGF12
Fgf13	FGF13
Fgf14	FGF14
Fgf15	FGF19
Fgf16	FGF16
Fgf17	FGF17
Fgf18	FGF18
Fgf2	FGF2
Fgf20	FGF20
Fgf21	FGF21
Fgf22	FGF22
Fgf23	FGF23
Fgf3	FGF3
Fgf4	FGF4
Fgf5	FGF5
Fgf6	FGF6
Fgf7	FGF7
Fgf8	FGF8
Fgf9	FGF9
Fgfbp1	FGFBP1
Fgfbp3	FGFBP3
Fgfr1	FGFR1
Fgfr1op	CEP43
Fgfr1op2	FGFR1OP2
Fgfr2	FGFR2
Fgfr3	FGFR3
Fgfr4	FGFR4
Fgfrl1	FGFRL1
Fgg	FGG
Fggy	FGGY
Fgl1	FGL1
Fgl2	FGL2
Fgr	FGR
Fh1	FH
Fhad1	FHAD1
Fhdc1	FHDC1
Fhip1a	FHIP1A
Fhip1b	FHIP1B
Fhip2a	FHIP2A
Fhip2b	FHIP2B
Fhit	FHIT
Fhl1	FHL1
Fhl2	FHL2
Fhl3	FHL3
Fhl5	FHL5
Fhod1	FHOD1
Fhod3	FHOD3
Fibcd1	FIBCD1
Fibin	FIBIN
Fibp	FIBP
Ficd	FICD
Fig4	FIG4
Figla	FIGLA
Fign	FIGN
Fignl1	FIGNL1
Fignl2	FIGNL2
Filip1	FILIP1
Filip1l	FILIP1L
Fip1l1	FIP1L1
Firre	FIRRE
Firrm	FIRRM
Fis1	FIS1
Fitm1	FITM1
Fitm2	FITM2
Fiz1	FIZ1
Fjx1	FJX1
Fkbp10	FKBP10
Fkbp11	FKBP11
Fkbp14	FKBP14
Fkbp15	FKBP15
Fkbp1a	FKBP1C
Fkbp1a	FKBP1A
Fkbp1b	FKBP1B
Fkbp2	FKBP2
Fkbp3	FKBP3
Fkbp4	FKBP4
Fkbp5	FKBP5
Fkbp6	FKBP6
Fkbp7	FKBP7
Fkbp8	FKBP8
Fkbp9	FKBP9
Fkbpl	FKBPL
Fkrp	FKRP
Fktn	FKTN
Flacc1	FLACC1
Flad1	FLAD1
Flcn	AC055811.2
Flcn	FLCN
Flg	FLG
Flg2	FLG2
Fli1	FLI1
Flii	FLII
Flna	FLNA
Flnb	FLNB
Flnc	FLNC
Flot1	FLOT1
Flot2	FLOT2
Flrt1	FLRT1
Flrt2	FLRT2
Flrt3	FLRT3
Flt1	FLT1
Flt3	FLT3
Flt3l	FLT3LG
Flt4	FLT4
Flvcr1	FLVCR1
Flvcr2	FLVCR2
Flywch1	FLYWCH1
Flywch2	FLYWCH2
Fmc1	FMC1
Fmc1	FMC1-LUC7L2
Fmn1	FMN1
Fmn2	FMN2
Fmnl1	FMNL1
Fmnl2	FMNL2
Fmnl3	FMNL3
Fmo1	FMO1
Fmo2	FMO2
Fmo3	FMO3
Fmo4	FMO4
Fmo5	FMO5
Fmo6	FMO6P
Fmod	FMOD
Fmr1	FMR1
Fmr1nb	FMR1NB
Fn1	FN1
Fn3k	FN3K
Fn3krp	FN3KRP
Fnbp1	FNBP1
Fnbp1l	FNBP1L
Fnbp4	FNBP4
Fndc1	FNDC1
Fndc10	FNDC10
Fndc10l	FNDC10
Fndc11	FNDC11
Fndc3a	FNDC3A
Fndc3b	FNDC3B
Fndc4	FNDC4
Fndc5	FNDC5
Fndc7	FNDC7
Fndc8	FNDC8
Fndc9	AC008676.3
Fndc9	FNDC9
Fnip1	FNIP1
Fnip2	FNIP2
Fnta	FNTA
Fntb	CHURC1-FNTB
Fntb	FNTB
Focad	FOCAD
Folh1	FOLH1
Folh1	FOLH1B
Folr1	FOLR1
Folr2	FOLR2
Folr2	FOLR3
Fopnl	CEP20
Fos	FOS
Fosb	FOSB
Fosl1	FOSL1
Fosl2	FOSL2
Foxa1	FOXA1
Foxa2	FOXA2
Foxa3	FOXA3
Foxb1	FOXB1
Foxb2	FOXB2
Foxc1	FOXC1
Foxc2	FOXC2
Foxd1	FOXD1
Foxd2	FOXD2
Foxd3	FOXD3
Foxd4	FOXD4
Foxd4	FOXD4L6
Foxd4	FOXD4L5
Foxd4	FOXD4L4
Foxd4	FOXD4L3
Foxd4	FOXD4L1
Foxe1	FOXE1
Foxe3	FOXE3
Foxf1	FOXF1
Foxf2	FOXF2
Foxg1	FOXG1
Foxh1	FOXH1
Foxi1	FOXI1
Foxi2	FOXI2
Foxi3	FOXI3
Foxj1	FOXJ1
Foxj2	FOXJ2
Foxj3	FOXJ3
Foxk1	FOXK1
Foxk2	FOXK2
Foxl1	FOXL1
Foxl2	FOXL2
Foxl3	FOXL3
Foxl3	FOXL3-OT1
Foxm1	FOXM1
Foxn1	FOXN1
Foxn2	FOXN2
Foxn3	FOXN3
Foxn4	FOXN4
Foxo1	FOXO1
Foxo3	FOXO3B
Foxo3	FOXO3
Foxo4	FOXO4
Foxo6	FOXO6
Foxp1	AC097634.4
Foxp1	FOXP1
Foxp2	FOXP2
Foxp3	FOXP3
Foxp4	FOXP4
Foxq1	FOXQ1
Foxr1	FOXR1
Foxr2	FOXR2
Foxred1	FOXRED1
Foxred2	FOXRED2
Foxs1	FOXS1
Fpgs	FPGS
Fpgt	FPGT
Fpr-rs3	FPR2
Fpr-rs3	FPR3
Fpr-rs4	FPR2
Fpr-rs4	FPR3
Fpr-rs6	FPR2
Fpr-rs6	FPR3
Fpr-rs7	FPR2
Fpr-rs7	FPR3
Fpr1	FPR1
Fpr2	FPR2
Fpr2	FPR3
Fpr3	FPR2
Fpr3	FPR3
Fra10ac1	FRA10AC1
Fras1	FRAS1
Frat1	FRAT1
Frat2	FRAT2
Frem1	FREM1
Frem2	FREM2
Frem3	FREM3
Frey1	FREY1
Frg1	AL592183.1
Frg1	FRG1
Frg2f1	FRG2
Frg2f1	FRG2B
Frg2f1	FRG2C
Frg2f10	FRG2
Frg2f10	FRG2B
Frg2f11	FRG2
Frg2f11	FRG2B
Frg2f12	FRG2
Frg2f12	FRG2B
Frg2f13	FRG2
Frg2f13	FRG2B
Frg2f2	FRG2
Frg2f2	FRG2B
Frg2f3	FRG2
Frg2f3	FRG2B
Frg2f4	FRG2
Frg2f4	FRG2B
Frg2f5	FRG2
Frg2f5	FRG2B
Frg2f6	FRG2
Frg2f6	FRG2B
Frg2f7	FRG2
Frg2f7	FRG2B
Frg2f8	FRG2
Frg2f8	FRG2B
Frg2f9	FRG2
Frg2f9	FRG2B
Frk	FRK
Frmd3	FRMD3
Frmd4a	FRMD4A
Frmd4b	FRMD4B
Frmd5	FRMD5
Frmd6	FRMD6
Frmd7	FRMD7
Frmd8	FRMD8
Frmd8	FRMD8P1
Frmpd1	FRMPD1
Frmpd2	FRMPD2
Frmpd3	FRMPD3
Frmpd4	FRMPD4
Frrs1	FRRS1
Frrs1l	FRRS1L
Frs2	FRS2
Frs3	FRS3
Fry	FRY
Fryl	FRYL
Frzb	FRZB
Fsbp	FSBP
Fscb	FSCB
Fscn1	FSCN1
Fscn2	FSCN2
Fscn3	FSCN3
Fsd1	FSD1
Fsd1l	FSD1L
Fsd2	FSD2
Fshb	FSHB
Fshr	FSHR
Fsip1	FSIP1
Fsip2	FSIP2
Fst	FST
Fstl1	FSTL1
Fstl3	FSTL3
Fstl4	FSTL4
Fstl5	FSTL5
Ftcd	FTCD
Fth1	FTH1
Fthl17a	FTH1P19
Fthl17a	FTHL17
Fthl17b	FTH1P19
Fthl17b	FTHL17
Fthl17c	FTH1P19
Fthl17c	FTHL17
Fthl17d	FTH1P19
Fthl17d	FTHL17
Fthl17e	FTH1P19
Fthl17e	FTHL17
Fthl17f	FTH1P19
Fthl17f	FTHL17
Ftl1	FTL
Ftl1-ps1	FTL
Ftl1-ps2	FTL
Ftl2-ps	FTL
Ftmt	FTMT
Fto	FTO
Ftsj1	FTSJ1
Ftsj3	FTSJ3
Ftx	FTX
Fubp1	FUBP1
Fubp3	FUBP3
Fuca1	FUCA1
Fuca2	FUCA2
Fundc1	FUNDC1
Fundc2	FUNDC2
Fundc2b	FUNDC2
Fuom	FUOM
Furin	FURIN
Fus	FUS
Fut1	FUT1
Fut10	FUT10
Fut11	FUT11
Fut2	FUT2
Fut4	FUT4
Fut7	FUT7
Fut8	FUT8
Fut9	FUT9
Fuz	FUZ
Fxn	FXN
Fxr1	FXR1
Fxr2	FXR2
Fxyd1	FXYD1
Fxyd2	FXYD2
Fxyd2	FXYD6-FXYD2
Fxyd3	AC020907.6
Fxyd3	FXYD3
Fxyd4	FXYD4
Fxyd5	FXYD5
Fxyd6	FXYD6
Fxyd7	FXYD7
Fyb	FYB1
Fyb1	FYB1
Fyb2	FYB2
Fyco1	FYCO1
Fyn	FYN
Fyttd1	FYTTD1
Fzd1	FZD1
Fzd10	FZD10
Fzd10os	FZD10-AS1
Fzd2	FZD2
Fzd3	FZD3
Fzd4	FZD4
Fzd5	FZD5
Fzd6	FZD6
Fzd7	FZD7
Fzd8	FZD8
Fzd9	FZD9
Fzr1	FZR1
G0s2	G0S2
G2e3	G2E3
G3bp1	G3BP1
G3bp2	G3BP2
G6pc	G6PC
G6pc1	G6PC1
G6pc2	G6PC2
G6pc3	G6PC3
G6pd2	G6PD
G6pdx	G6PD
Gaa	GAA
Gab1	GAB1
Gab2	GAB2
Gab3	GAB3
Gabarap	GABARAP
Gabarapl1	GABARAPL1
Gabarapl2	GABARAPL2
Gabbr1	GABBR1
Gabbr2	GABBR2
Gabpa	GABPA
Gabpb1	GABPB1
Gabpb2	GABPB2
Gabra1	GABRA1
Gabra2	GABRA2
Gabra3	GABRA3
Gabra4	GABRA4
Gabra5	GABRA5
Gabra6	GABRA6
Gabrb1	GABRB1
Gabrb2	GABRB2
Gabrb3	GABRB3
Gabrd	GABRD
Gabre	GABRE
Gabrg1	GABRG1
Gabrg2	GABRG2
Gabrg3	GABRG3
Gabrp	GABRP
Gabrq	GABRQ
Gabrr1	GABRR1
Gabrr2	GABRR2
Gabrr3	GABRR3
Gad1	GAD1
Gad2	GAD2
Gadd45a	GADD45A
Gadd45b	GADD45B
Gadd45g	GADD45G
Gadd45gip1	GADD45GIP1
Gadl1	GADL1
Gak	GAK
Gal	GAL
Gal3st1	GAL3ST1
Gal3st2	GAL3ST2
Gal3st2b	GAL3ST2
Gal3st2c	GAL3ST2
Gal3st3	GAL3ST3
Gal3st4	GAL3ST4
Galc	GALC
Gale	GALE
Galk1	GALK1
Galk2	GALK2
Galm	GALM
Galns	GALNS
Galnt1	GALNT1
Galnt10	GALNT10
Galnt11	GALNT11
Galnt12	GALNT12
Galnt13	GALNT13
Galnt14	GALNT14
Galnt15	GALNT15
Galnt16	GALNT16
Galnt17	GALNT17
Galnt18	GALNT18
Galnt2	GALNT2
Galnt2l	GALNT2
Galnt3	GALNT3
Galnt4	POC1B-GALNT4
Galnt4	GALNT4
